관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명,
48129-00003,남양공원,근린공원,경상남도 창원시 진해구 남영로 500,경상남도 창원시 진해구 남양동 203-1,35.114836,128.782477,11740,마라톤 1면,,,,"정자 1동, 사각탁자 3개, 운동기구 4개",,경상남도 창원시청,055-548-4501,2018-06-30,5670000,경상남도 창원시,
48129-00004,안골무궁화공원,근린공원,경상남도 창원시 진해구 안골동 372,경상남도 창원시 진해구 안골동 372,35.098095,128.803322,20010,,,화장실 1동,,운동기구 5개,1992-03-26,경상남도 창원시청,055-548-4501,2018-06-30,5670000,경상남도 창원시,
48129-00005,청안공원(용원문화공원),근린공원,경상남도 창원시 진해구 청안동 1207-1,경상남도 창원시 진해구 청안동 1207-1,35.103699,128.807032,10002,"농구대 2개, 마라톤, 지압보도","조합놀이기구 1, 놀이기구 2개",화장실 1동,,"정자 7동, 운동기구 9개",1992-03-26,경상남도 창원시청,055-548-4501,2018-06-30,5670000,경상남도 창원시,
48129-00006,석동2공원(그린빌공원),근린공원,경상남도 창원시 진해구 석동로 66,경상남도 창원시 진해구 석동 657,35.155509,128.706720,10046,농구대 2개,,,,"정자 2동, 파고라 1동, 사각식탁의자 2, 원형식탁의자 1, 평상 4, 돌의자 5,",2000-11-04,경상남도 창원시청,055-548-4501,2018-06-30,5670000,경상남도 창원시,
48129-00007,용재공원,근린공원,경상남도 창원시 진해구 용재로 66,경상남도 창원시 진해구 용원동 1226,35.100317,128.817252,14792,,"조합놀이기구 1, 흔들놀이기구 3, 놀이기구 2",화장실 1동,,"정자 3동, 운동기구 9개",1992-03-26,경상남도 창원시청,055-548-4501,2018-06-30,5670000,경상남도 창원시,
48129-00008,석동근린공원,근린공원,경상남도 창원시 진해구 동진로61번길 31,경상남도 창원시 진해구 석동 182,35.153153,128.704349,13411,"농구대 4개, 지압보도",조합놀이기구 1,"화장실 1동, 세족장 1",,"정자 1동, 운동기구 4개",1990-12-28,경상남도 창원시청,055-548-4501,2018-06-30,5670000,경상남도 창원시,
48129-00009,청안2공원,근린공원,"경상남도 창원시 진해구 청안동 478, 480","경상남도 창원시 진해구 청안동 478, 480",35.103027,128.802864,68958,"농구장 1면, 마라톤 1면, 인라인스케이트장 1면, 게이트볼장 1면, 테니스장 1면, 미니축구장 1면","조합놀이기구 1, 흔들놀이기구 3",화장실 3동,,"정자 12동, 운동기구 13개",1995-05-29,경상남도 창원시청,055-548-4501,2018-06-30,5670000,경상남도 창원시,
48129-00014,제1근린공원,근린공원,경상남도 창원시 진해구 남문동 1257,경상남도 창원시 진해구 남문동 1257,35.062001,128.450156,14196,,,,,,,경상남도 창원시청,055-548-4501,2018-06-30,5670000,경상남도 창원시,
48129-00015,제2근린공원,근린공원,경상남도 창원시 진해구 남문동 1289,경상남도 창원시 진해구 남문동 1289,35.061791,128.451731,18115,,,,,,,경상남도 창원시청,055-548-4501,2018-06-30,5670000,경상남도 창원시,
48129-00016,제3근린공원,근린공원,경상남도 창원시 진해구 남문동 1297,경상남도 창원시 진해구 남문동 1297,35.061034,128.454458,12497,,,,,,,경상남도 창원시청,055-548-4501,2018-06-30,5670000,경상남도 창원시,
48129-00017,흰돌메공원,근린공원,경상남도 창원시 진해구 남문동 산4-2,경상남도 창원시 진해구 남문동 산4-2,35.100310,128.771186,32000,,,화장실 1동,,"정자 2동, 사각탁자 4개",2008-06-05,경상남도 창원시청,055-548-4501,2018-06-30,5670000,경상남도 창원시,
28237-00001,인천가족공원,묘지공원,인천광역시 부평구 평온로 61,인천광역시 부평구 부평동 산57-1,37.474177,126.723422,5608.22,,,"상가(꽃/석재/식당),야외화장실(5개소),주차장(620면)",,"승화원(화장장),추모의 집(봉안당),금마총(봉안당),만월당(봉안당),평온당(봉안당),자연장(잔디장/수목장)",1970-07-20,인천광역시시설관리공단,032-510-1924,2018-02-15,6280000,인천광역시,
28185-00002,센트럴파크,근린공원,인천광역시 연수구 테크노파크로 196,,37.394071,126.6391971,370750,,,"보트하우스, 정자",,,2009-08-30,인천광역시시설관리공단,032-721-4405,2018-02-15,6280000,인천광역시,
28185-00003,해돋이공원,근린공원,인천광역시 연수구 해돋이로 51,,37.390209,126.654544,210468,,,,,"연못,바닥분수,장미원",2007-06-19,인천광역시시설관리공단,032-721-4405,2018-02-15,6280000,인천광역시,
28185-00004,미추홀공원,근린공원,인천광역시 연수구 해송로 59,,37.382469,126.651284,160099,,,,,"갯벌문화관, 다례원, 초정",2016-06-19,인천광역시시설관리공단,032-721-4405,2018-02-15,6280000,인천광역시,
28185-00005,새아침공원,근린공원,인천광역시 연수구 신송로 118번길,,37.396329,126.654212,104709,"테니스장, x게임장",,,생태교육관,,2007-06-19,인천광역시시설관리공단,032-721-4405,2018-02-15,6280000,인천광역시,
28185-00006,신송공원,근린공원,인천광역시 연수구  해돋이로38번길 39,,37.390158,126.657299,38920,,,"산책로,정자,야외무대",,,2007-06-19,인천광역시시설관리공단,032-721-4405,2018-02-15,6280000,인천광역시,
28185-00007,달빛공원,근린공원,,인천광역시 연수구 송도동 1번지,37.396284,126.660078,1033030,"다목적운동장,족구장,테니스장,농구장",,,,,2007-06-19,인천광역시시설관리공단,032-721-4405,2018-02-15,6280000,인천광역시,
28185-00008,솔찬공원,근린공원,인천광역시 연수구 아카데미로51번길 20,,37.374024,126.638709,157445,,조합놀이대,,생태교육관,전망대,2014-04-30,인천광역시시설관리공단,032-721-4405,2018-02-15,6280000,인천광역시,
28185-00009,소라공원,근린공원,인천광역시 연수구 벤처로 11,,37.3825368,126.638364,157445,,조합놀이대,,생태교육관,전망대,2007-02-01,인천광역시시설관리공단,032-721-4405,2018-02-15,6280000,인천광역시,
28185-00010,29호공원,근린공원,,인천광역시 연수구 송도동 32-5,37.389171,126.626617,2800,,분수대,,,"수처리실, 수변전실",2007-02-01,인천광역시시설관리공단,032-721-4405,2018-02-15,6280000,인천광역시,
28260-00012,2호문화공원,근린공원,,인천광역시 서구 경서동 956-11,37.546753,126.595312,95488,헬스운동기구,"시소, 그네, 조합놀이대, 슬라이드놀이대",자전거보관대,,"목재계단, 공연스탠드, 공연스탠드, CCTV관로",2012-12-27,인천광역시시설관리공단,032-715-6430,2018-02-15,6280000,인천광역시,
28260-00013,3호문화공원,근린공원,,인천광역시 서구 경서동 618-1,37.533767,126.617209,140204,"배드민턴장, 농구장, 헬스운동기구",,"자전거보관대, 음수전, 주차장",,,2015-12-31,인천광역시시설관리공단,032-715-6430,2018-02-15,6280000,인천광역시,
28260-00014,청라호수공원,근린공원,인천광역시 서구 크리스탈로 59,인천광역시 서구 경서동 947-2,37.546753,126.595312,693169,"족구장, 헬스운동기구","조합놀이대, 환상의 숲놀이터, 시소, 지형놀이대, 원형흔들놀이대","자전거보관대,  음수전","생태학습장, 야외학습장, 오픈스쿨무대, 수변무대, 관찰데크, 청라루",,2015-02-03,인천광역시시설관리공단,032-715-6430,2018-02-15,6280000,인천광역시,
28260-00011,1호문화공원,근린공원,인천광역시 서구 담지로42번길 8,인천광역시 서구 연희동 786-6,37.532582,126.652021,100381,"풋살장, 족구장, 헬스운동기구",,"자전거보관대, 음수전",,"원형평상, 등의자, 평의자, 파고라",2012-12-31,인천광역시시설관리공단,032-715-6430,2018-02-15,6280000,인천광역시,
42230-00016,호산2공원,소공원,강원도 삼척시 원덕읍 호산리 213-15외 5필지,강원도 삼척시 원덕읍 호산리 213-15외 5필지,37.175633,129.333701,1261,,,,,"어린이놀이시설(종합),벤치,정자",2008-12-12,강원도 삼척시청,033-570-4012,2018-08-27,4240000,강원도 삼척시,
42230-00015,당저2공원,소공원,강원도 삼척시 당저동 78-7 일원,강원도 삼척시 당저동 78-7 일원,37.447677,129.160958,1011,,,,,"벤치,정자",2008-12-12,강원도 삼척시청,033-570-4012,2018-08-27,4240000,강원도 삼척시,
42230-00014,교가3공원,어린이공원,강원도 삼척시 근덕면 교가리 1266-7,강원도 삼척시 근덕면 교가리 1266-7,37.381220,129.228046,692,,,,,"어린이놀이시설(종합),벤치,정자",2010-07-16,강원도 삼척시청,033-570-4012,2018-08-27,4240000,강원도 삼척시,
42230-00013,임원2공원,어린이공원,강원도 삼척시 원덕읍 임원리 790외 6필지,강원도 삼척시 원덕읍 임원리 790외 6필지,37.235936,129.343613,1615,,,,,"어린이놀이시설(종합),벤치,정자",1986-10-16,강원도 삼척시청,033-570-4012,2018-08-27,4240000,강원도 삼척시,
42230-00012,미로공원,어린이공원,강원도 삼척시 미로면 하거노리 714-31 일원,강원도 삼척시 미로면 하거노리 714-31 일원,37.418819,129.112765,2350,,,,,"어린이놀이시설(종합),벤치,정자",2010-07-16,강원도 삼척시청,033-570-4012,2018-08-27,4240000,강원도 삼척시,
42230-00011,교동3공원,어린이공원,강원도 삼척시 교동 765-1,강원도 삼척시 교동 765-1,37.447574,129.172248,2020,,,,,"어린이놀이시설(종합),벤치,정자",2001-05-03,강원도 삼척시청,033-570-4012,2018-08-27,4240000,강원도 삼척시,
42230-00010,교동2공원,어린이공원,강원도 삼척시 정상동 457-2,강원도 삼척시 정상동 457-2,37.447845,129.176476,1501,,,,,"어린이놀이시설(종합),벤치,정자",2010-07-16,강원도 삼척시청,033-570-4012,2018-08-27,4240000,강원도 삼척시,
42230-00009,교동1공원,어린이공원,강원도 삼척시 교동 756,강원도 삼척시 교동 756,37.450147,129.173987,1550,,,,,"어린이놀이시설(종합),벤치,정자",2001-05-03,강원도 삼척시청,033-570-4012,2018-08-27,4240000,강원도 삼척시,
42230-00008,원당1공원,어린이공원,강원도 삼척시 원당동 171,강원도 삼척시 원당동 171,37.438983,129.153391,1500,,,,,"어린이놀이시설(종합),벤치,정자",2001-05-03,강원도 삼척시청,033-570-4012,2018-08-27,4240000,강원도 삼척시,
42230-00007,사직공원,어린이공원,강원도 삼척시 사직동 437-2,강원도 삼척시 사직동 437-2,37.432216,129.168489,1544,,,,,"어린이놀이시설(종합),벤치,정자",2001-05-03,강원도 삼척시청,033-570-4012,2018-08-27,4240000,강원도 삼척시,
42230-00006,봉황공원,어린이공원,강원도 삼척시 남양동 339-2 일원,강원도 삼척시 남양동 339-2 일원,37.441618,129.169992,3817,,,,,"어린이놀이시설(종합),벤치,정자",2010-07-16,강원도 삼척시청,033-570-4012,2018-08-27,4240000,강원도 삼척시,
42230-00005,정라공원,어린이공원,강원도 삼척시 정상동 450 일원,강원도 삼척시 정상동 450 일원,37.442854,129.176350,1556,,,,,"어린이놀이시설(종합),벤치,정자",2001-05-03,강원도 삼척시청,033-570-4012,2018-08-27,4240000,강원도 삼척시,
42230-00004,당저1공원,어린이공원,강원도 삼척시 당저동 20 일원,강원도 삼척시 당저동 20 일원,37.446324,129.168943,2071,,,,,"어린이놀이시설(종합),벤치,정자",2010-07-16,강원도 삼척시청,033-570-4012,2018-08-27,4240000,강원도 삼척시,
42230-00003,교동공원,근린공원,강원도 삼척시 교동 754 일원,강원도 삼척시 교동 754 일원,37.450463,129.166828,41366,,,,,"벤치,정자",1998-06-19,강원도 삼척시청,033-570-4012,2018-08-27,4240000,강원도 삼척시,
42230-00002,성남공원,근린공원,강원도 삼척시 성남동 2 일원,강원도 삼척시 성남동 2 일원,37.438145,129.160451,22548,,,,,"벤치,정자",2013-03-22,강원도 삼척시청,033-570-4012,2018-08-27,4240000,강원도 삼척시,
42230-00001,남양공원,근린공원,강원도 삼척시 남양동 109 일원,강원도 삼척시 남양동 109 일원,37.436335,129.168263,7586,,,,,"벤치,정자",2010-07-09,강원도 삼척시청,033-570-4012,2018-08-27,4240000,강원도 삼척시,
46110-00015,초당산공원,근린공원,,전라남도 목포시 옥암동 1306,34.808920,126.449303,67070,풋살장,조합놀이대그네,,,정자,2002-11-12,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00016,부주공원,근린공원,,전라남도 목포시 옥암동 1269,34.811105,126.451878,14946,족구장운동기구,조합놀이대,,,전통정자,2002-11-12,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00017,회룡공원,근린공원,,전라남도 목포시 옥암동 1245,34.812911,126.451753,20545,농구장운동기구,,,,,2002-11-12,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00018,작은섬공원,근린공원,,전라남도 목포시 옥암동 1280,34.810180,126.456824,19268,농구장운동기구,,,,퍼걸러,2002-11-12,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00019,허사공원,근린공원,,전라남도 목포시 달동 1331-16,34.755313,126.360715,19805,족구장,조합놀이대,,,,2004-06-26,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00020,동목포공원,근린공원,,전라남도 목포시 용당동 888일원,34.809649,126.392319,20081,운동기구,시소그네,,,,2007-04-05,전라남도 목포시청,061-270-3631,2018-02-21,4800000,전라남도 목포시,
46110-00021,송림공원,근린공원,,전라남도 목포시 용당동 1024-25일원,34.810309,126.399674,12710,운동기구,,,,정자,2007-04-05,전라남도 목포시청,061-270-8625,2018-02-21,4800000,전라남도 목포시,
46110-00022,이로공원,근린공원,,전라남도 목포시 상동 1045일원,34.805776,126.410663,70984,배드민턴장운동기구,,주차장화장실,야외무대,,2007-04-05,전라남도 목포시청,061-270-8625,2018-02-21,4800000,전라남도 목포시,
46110-00023,석현공원,근린공원,,전라남도 목포시 석현동 1034-1일원,34.820116,126.430248,46180,,,,,,2007-04-05,전라남도 목포시청,061-270-8625,2018-02-21,4800000,전라남도 목포시,
46110-00024,백련,근린공원,,전라남도 목포시 연산동 1952,34.816594,126.389374,16292,운동기구,,화장실,야외무대,,2007-07-13,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00025,남해,체육공원,전라남도 목포시 용당로 101,전라남도 목포시 용당동 1069일원,34.797528,126.399830,53820,정구장육상트랙축구장운동기구,,화장실주차장관리실,,,1986-04-29,전라남도 목포시청,061-270-8372,2018-02-21,4800000,전라남도 목포시,
46110-00026,산정,체육공원,,전라남도 목포시 산정동 산58-10일원,34.805327,126.379595,17201,풋살장론볼장게이트볼장운동기구,,화장실주차장관리실음수대,,정자,2007-08-27,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00027,만호진,역사공원,전라남도 목포시 목포진길 9번길 4-1,전라남도 목포시 만호동 1-51일원,34.785495,126.384413,8775,,,화장실,,정자,2007-04-05,전라남도 목포시청,061-270-3542,2018-02-21,4800000,전라남도 목포시,
46110-00028,옥암수변,수변공원,,전라남도 목포시 옥암동 1387일원,34.802513,126.446813,134012,운동기구산책데크시설,,화장실,,,2002-11-12,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00029,노을,수변공원,,전라남도 목포시 산정동 1110-8일원,34.809692,126.366800,25880,운동기구,조합놀이대그네시소,화장실,야외무대경관데크,퍼걸러바닥분수,2014-02-13,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00030,동명,어린이공원,,전라남도 목포시 산정동 1326-1,34.789931,126.398141,1763,"배드민턴장,운동기구",조합놀이대,,,정자,1987-06-05,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00031,삼학,어린이공원,,전라남도 목포시 산정동 1372-5,34.788435,126.401020,1529,운동기구,조합놀이대,,,정자,1987-06-05,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00032,하당,어린이공원,,전라남도 목포시 상동 807,34.808983,126.419773,2717,"족구장,운동기구",조합놀이대,화장실,,정자,1996-02-07,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00033,영흥,어린이공원,,전라남도 목포시 상동 920,34.802761,126.416095,1501,운동기구,조합놀이대,화장실,,정자,1996-02-07,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00034,쉼터,어린이공원,,전라남도 목포시 상동 946,34.799877,126.417672,2490,운동기구,조합놀이대,화장실,,정자,1996-02-07,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00035,입암,어린이공원,,전라남도 목포시 상동 965,34.798956,126.420436,3420,운동기구,조합놀이대,화장실,,정자,1996-02-07,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00036,동아,어린이공원,,전라남도 목포시 상동 885,34.802766,126.423774,3714,운동기구,조합놀이대,화장실,,정자,1996-02-07,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00037,신흥,어린이공원,,전라남도 목포시 상동 1015,34.799594,126.426072,3902,운동기구,조합놀이대그네시소,화장실,,퍼걸러,1996-02-07,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00038,대성,어린이공원,,전라남도 목포시 대성동 223,34.798735,126.382564,2000,,조합놀이대흔들놀이기구,,,퍼걸러,1986-04-29,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00039,죽교,어린이공원,전라남도 목포시 신죽길 30번길 14-5,전라남도 목포시 죽교동 61-5,34.797523,126.376424,2411,운동기구,조합놀이대그네시소,,,정자,1987-06-05,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00040,옥암,어린이공원,,전라남도 목포시 옥암동 993,34.806423,126.430570,3563,운동기구,조합놀이대그네시소,,,정자,1996-02-07,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00041,부영,어린이공원,전라남도 목포시 삼향천로 23,전라남도 목포시 옥암동 1025,34.803646,126.434407,3585,운동기구,조합놀이대그네시소,화장실,,퍼걸러,1996-02-07,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00042,용당,어린이공원,,전라남도 목포시 용당동 1093-1,34.807376,126.401390,2126,인라인스케이트장배드민턴장,조합놀이대그네,,,"퍼걸러,지압로",1976-03-27,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00043,진섬,어린이공원,,전라남도 목포시 용당동 947-177,34.802187,126.399159,2382,농구장운동기구,조합놀이대그네시소,,,퍼걸러,1987-12-24,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00044,서해,어린이공원,,전라남도 목포시 산정동 1714-5,34.809625,126.380230,1854,운동기구,조합놀이대그네시소,,,정자,1988-03-28,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00045,상아,어린이공원,,전라남도 목포시 산정동 1729,34.810361,126.376685,1653,운동기구농구장배드민턴장,조합놀이대그네,,,정자,1988-03-28,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00046,도서관,어린이공원,,전라남도 목포시 산정동 1743,34.807865,126.376449,1653,운동기구,조합놀이대그네회전기구,,,정자,1988-03-28,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00047,온누리,어린이공원,,전라남도 목포시 산정동 1755,34.807694,126.372881,1653,운동기구,조합놀이대그네,,,정자,1988-03-28,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00048,한성,어린이공원,,전라남도 목포시 산정동 1772,34.805624,126.375068,1653,"배드민턴장,운동기구",조합놀이대그네,,,퍼걸러,1988-03-28,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00049,중앙,어린이공원,,전라남도 목포시 산정동 1782,34.803938,126.377927,1653,다목적구장운동기구,"조합놀이대,그네",,,정자,1988-03-28,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00050,청해,어린이공원,,전라남도 목포시 산정동 1805,34.803537,126.369186,1653,농구장운동기구,조합놀이대그네시소,,,정자,1988-03-28,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00051,용일,어린이공원,,전라남도 목포시 용당동 1185-6,34.809655,126.390504,1645,배드민턴장운동기구,그네시소,,,정자,1987-06-05,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00052,초원,어린이공원,,전라남도 목포시 용당동 1192-2,34.810433,126.392363,1500,"다목적구장,운동기구","조합놀이대,그네",,,정자,1991-06-13,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00053,마리아,어린이공원,,전라남도 목포시 용당동 1198-7,34.811039,126.395301,1500,다목적구장운동기구,조합놀이대시소,,,정자,1991-06-13,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00054,상동,어린이공원,,전라남도 목포시 상동 741,34.815431,126.413960,2766,다목적구장운동기구,조합놀이대그네시소,,,,1992-06-20,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00055,푸른,어린이공원,,전라남도 목포시 상동 746,34.813693,126.415728,4437,운동기구,조합놀이대그네,,,정자,1992-06-20,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00056,중화,어린이공원,전라남도 목포시 상동로 33,전라남도 목포시 상동 763,34.811886,126.415031,2600,,조합놀이대그네,,,정자,1992-06-20,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00057,진,어린이공원,,전라남도 목포시 연산동 1260-3,34.813875,126.380687,3210,다목적구장운동기구,조합놀이대그네,,,정자,1996-12-26,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00058,선,어린이공원,,전라남도 목포시 연산동 1260-5,34.812020,126.380633,1925,농구장운동기구,조합놀이대,,,정자,1996-12-26,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00059,미,어린이공원,,전라남도 목포시 연산동 1262-6,34.811551,126.383053,3385,다목적구장운동기구,조합놀이대그네시소,,,정자,1996-12-26,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00060,파크,어린이공원,,전라남도 목포시 상동 1119-1,34.795509,126.426974,2061,다목적구장운동기구,조합놀이대,,,퍼걸러,2000-04-05,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00061,제일,어린이공원,,전라남도 목포시 옥암동 1104,34.799258,126.440441,1822,,그네시소,,,퍼걸러,2000-04-05,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00062,옥암지구1호,어린이공원,,전라남도 목포시 옥암동 1146,34.808077,126.437146,1593,,조합놀이대흔들기구,,,퍼걸러,2000-07-05,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00063,옥암지구2호,어린이공원,,전라남도 목포시 옥암동 1339-1,34.807202,126.449456,4611,배드민턴장,조합놀이대흔들기구그네,,,퍼걸러,2000-07-05,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00064,옥암지구3호,어린이공원,전라남도 목포시 남악2로52번길16,전라남도 목포시 옥암동 1318,34.809369,126.457071,7551,농구장운동기구지압로,조합놀이대스페이스네트,화장실,,퍼걸러,2000-07-05,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00065,옥암지구4호,어린이공원,,전라남도 목포시 옥암동 1328,34.807504,126.457441,2627,,조합놀이대흔들기구,,,퍼걸러,2000-07-05,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00066,옥암지구5호,어린이공원,,전라남도 목포시 옥암동 1326,34.806106,126.457835,5221,,조합놀이대시소회전기구,,,,2000-07-05,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00067,신항,어린이공원,,전라남도 목포시 달동 1330-26,34.758265,126.358401,3073,,,,,퍼걸러,2004-06-26,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00068,희망,어린이공원,,전라남도 목포시 달동 1330-33,34.756868,126.356691,1535,운동기구,,,,퍼걸러,2004-06-26,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00069,하나,어린이공원,,전라남도 목포시 달동 1336-13,34.753601,126.357327,1974,운동기구,,,,퍼걸러,2004-06-26,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00070,우정,어린이공원,,전라남도 목포시 달동 1337-132,34.753154,126.360863,3003,농구장운동기구,,,,퍼걸러,2004-06-26,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00071,용해,어린이공원,,전라남도 목포시 용해동 1000-1,34.819332,126.396017,1854,운동기구,조합놀이대그네시소,,,정자,2004-10-27,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00072,호반,어린이공원,,전라남도 목포시 용해동 1028,34.814794,126.394441,3728,운동기구지압로,조합놀이대,,,정자,2004-10-27,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00073,도담,어린이공원,,전라남도 목포시 용해동 1053,34.820329,126.394009,1546,운동기구,조합놀이대,,,정자,2007-07-13,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00074,향기,어린이공원,,전라남도 목포시 연산동 1976,34.816449,126.391938,2110,배드민턴장,조합놀이대그네,,,,2007-07-13,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00075,늘품,어린이공원,,전라남도 목포시 연산동 1922,34.818891,126.389948,3137,배드민턴장,,,,,2007-07-13,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00076,백련,어린이공원,,전라남도 목포시 연산동 2040,34.818891,126.389948,1509,,조합놀이대,,,,2011-01-20,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00077,새빛,소공원,,전라남도 목포시 산정동 1315,34.790895,126.396849,1380,운동기구,조합놀이대,,,,1977-05-31,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00078,남해,소공원,,전라남도 목포시 산정동 1332,34.789456,126.396756,940,운동기구,조합놀이대,,,정자,1976-03-27,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00079,자명,소공원,,전라남도 목포시 산정동 1301,34.792649,126.396825,920,운동기구,조합놀이대,,,정자,1977-05-31,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00080,새뜰,소공원,,전라남도 목포시 산정동 1645-1,34.806744,126.371451,333,운동기구,그네시소,,,정자,1988-03-28,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00081,인덕,소공원,,전라남도 목포시 산정동 1678-3,34.804691,126.373353,305,운동기구,조합놀이대,,,의자,1988-03-28,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00082,서부,소공원,,전라남도 목포시 산정동 1681-1,34.804277,126.372307,312,운동기구,그네시소,,,,1988-03-28,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00083,북항,소공원,,전라남도 목포시 산정동 1688,34.803254,126.374406,266,운동기구,조합놀이대,,,,1988-03-28,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00084,홍일,소공원,,전라남도 목포시 산정동 1696-6,34.802873,126.375908,337,운동기구,조합놀이대시소,,,,1988-03-28,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
46110-00085,북산,소공원,,전라남도 목포시 산정동 1701,34.802257,126.376618,289,운동기구,조합놀이대시소,,,,1988-03-28,전라남도 목포시청,061-270-3625,2018-02-21,4800000,전라남도 목포시,
